ï»¿id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
W441002895;;;;441S;2018-06-11;2018-08-31;2018-06-16;2018-08-20;D;S;L'OLYMPIQUE DE PANNECÃ‰;L'OLYMPIQUE DE PANNECÃ‰;la crÃ©ation d'un club de football Ã  PannecÃ©;011075;000000;;157;;RUE;du Stade;_;44118;44440;PannecÃ©;;;;157 RUE DU STADE;;44440;PANNECÃ©;FRANCE;PM;;0;;D;2018-09-08 12:45:34
W441002961;;;;441S;2018-09-06;2018-09-06;2018-09-08;0001-01-01;D;S;GUEMENE FUTSAL;GUEMENE FUTSAL;s'entrainer et jouer en loisir au futsal;011075;000000;44290;8;;;le Tahun;_;44067;44290;GuÃ©menÃ©-Penfao;;;44290;8   LE TAHUN;;44290;GUEMENE PENFAO;FRANCE;PM;;0;;A;2018-09-08 12:45:32
W441006023;;;;441S;2018-12-11;2018-12-11;2018-12-15;0001-01-01;D;S;LIONS PAYS D'ANCENIS FUTSAL;LIONS PAYS D'ANCENIS FUTSAL;"enseigner et pratiquer des activitÃ©s physiques en gÃ©nÃ©ral, et celle du futsal en particulier, ainsi que les pratiques diversifiÃ©es du football ; initier au futsal, dans une dÃ©marche Ã©ducative et associative ; axer vers la performance, Ã  travers les compÃ©titions organisÃ©es par les fÃ©dÃ©rations auxquelles elle est affiliÃ©e";011075;000000;;61;;ALL;des Capucines;_;44003;44150;Ancenis;;;;61 ALLEE DES CAPUCINES;;44150;ANCENIS;FRANCE;PM;;0;;A;2020-06-18 09:43:00
W441006099;;88291057300014;;441S;2019-03-03;2023-06-24;2019-03-09;2023-06-06;D;S;FOOT CLUB OSMANLISPORT;FC OSMANLISPORT;"pratique des activitÃ©s physiques et sportives en gÃ©nÃ©ral et celle du football en particulier ; ses activitÃ©s vont de l'initiation pour les plus jeunes, dans une dÃ©marche prioritairement Ã©ducative, respective, Ã  la performance, Ã  travers les compÃ©titions organisÃ©es par les fÃ©dÃ©rations auxquelles l'association est affiliÃ©e ; cette fÃ©dÃ©ration est celle de la FÃ©dÃ©ration FranÃ§aise de Football (F.F.F.)";011075;000000;;31;;AV;de l'Aubinais;_;44036;44110;ChÃ¢teaubriant;;;;4 RUE WINSTON CHURCHILL;;44110;CHATEAUBRIANT;FRANCE;PM;;0;;D;2023-07-04 18:00:53
W441006155;;;;441S;2019-05-13;2026-06-07;2019-05-18;0001-01-01;D;S;FOOTBALL CLUB LE GAVRE LA CHEVALLERAIS;FC GC;association sportive pratique du football;011075;000000;Mairie du Gavre;20;;;Grande Rue;_;44062;44130;Le GÃ¢vre;Hauray Pierre;;;20 GRANDE RUE;;44130;LE GAVRE;FRANCE;PM;;0;;A;2026-06-10 10:49:31
W441006466;0441001750;;;441S;1962-05-03;2025-07-25;1962-05-24;0001-01-01;D;S;UNION SPORTIVE SOUDANAISE;UNION SPORTIVE SOUDANAISE;promouvoir la pratique et le dÃ©veloppement du football;011075;000000;Mairie;;;;;_;44199;44110;Soudan;;;;MAIRIE;;44110;SOUDAN;FRANCE;CO;;0;Reprise  =>  date ag=0000-00-00;A;2026-01-26 19:00:02
W441006536;;;;441S;2020-12-11;2025-09-24;2020-12-22;0001-01-01;D;S;FOOTBALL CLUB VALLONS LE PIN;FC VALLONS LE PIN;promouvoir et dÃ©velopper le football;011075;000000;;4;;BD;de la Haie Daniel;_;44180;44540;Vallons-de-l'Erdre;;;;4  BOULEVARD DE LA HAIE DANIEL;;44540;VALLONS DE L ERDRE;FRANCE;CC;;0;;A;2026-03-26 19:00:02
W441006587;0441005871;79239395100019;;441S;2006-06-01;2023-12-12;2006-07-01;0001-01-01;D;S;SPORTING CLUB NORD ATLANTIQUE;SPORTING CLUB NORD ATLANTIQUE;promouvoir la pratique et le dÃ©veloppement du football;011075;000000;Stade de la Croix Marchand;;;;La Croix Marchand;_;44051;44590;Derval;;;;5 RUE DU STADE;LA CROIX MARCHAND;44590;DERVAL;FRANCE;PM;http://.scna44.footeo.com;0;Reprise  =>  date ag=0000-00-00;A;2024-06-12 18:06:35
W441006637;;;;442P;2021-05-11;2023-05-20;2021-05-18;0001-01-01;D;S;NANTES LOISIRS FOOTBALL CLUB;NLFC;promouvoir la pratique et le dÃ©veloppement du football;011075;000000;;509;;ROUT;de Saint Joseph de Porterie;44300;44109;44300;Nantes;;;;9 RUE ANNE DE BRETAGNE;;44360;VIGNEUX DE BRETAGNE;FRANCE;PM;;0;;A;2023-11-19 19:03:12
W441006675;;;;441S;2021-07-13;2025-09-26;2021-07-20;0001-01-01;D;S;PAYS D'ANCENIS FOOTBALL DE TABLE;PAFT;gÃ©rer, dÃ©velopper et promouvoir la pratique du football de table, au nom de la FÃ©dÃ©ration FranÃ§aise de Football de Table (FFFT);011090;000000;;174;;RUE;LamoriciÃ¨re;_;44003;44150;Ancenis-Saint-GÃ©rÃ©on;;;;174  RUE LAMORICIÃˆRE;;44150;ANCENIS ST GEREON;FRANCE;PM;;0;;A;2026-03-28 19:00:02
W441006970;;;;441S;2022-09-11;2026-07-25;2022-09-20;0001-01-01;D;S;BESLÃ‰ MASSÃ‰RAC LOISIRS;BML;pratiquer du Football en sport loisirs Ã  but non lucratif;011075;000000;;13;;;le Plessis;_;44092;44290;MassÃ©rac;CIZEAU Fabien Fernand Gilbert;;;13 LE PLESSIS;;44290;MASSERAC;FRANCE;PM;;0;;A;2026-07-27 11:09:03
W441006975;;;;441S;2022-09-14;2022-09-14;2022-09-20;0001-01-01;D;S;LE PIRATE FOOTBALL CLUB;LES PIRATES;"assurer un lien entre des hommes et des femmes du
territoire du Pays de chateaubriant et au delÃ , autour des valeurs de solidaritÃ©, convivialitÃ©, de partage et d'ouverture d'esprit. La pratique du football loisir est une activitÃ© rÃ©currente qui contribue Ã  atteindre cet objectif mais n'est qu'un moyen parmi d'autres ; rÃ©aliser toutes opÃ©rations industrielles, commerciales ou financiÃ¨res, mobiliÃ¨res ou immobiliÃ¨res, pouvant se rattacher directement ou indirectement Ã  l'objet social ou susceptibles d'en faciliter l'extension ou le dÃ©veloppement";011075;014000;;;;;la Vallee;_;44218;44110;Villepot;;;;LA VALLEE;;44110;VILLEPOT;FRANCE;PM;;0;;A;2022-09-20 12:45:49
W441007185;;;;441S;2023-06-01;2023-07-05;2023-06-06;0001-01-01;D;S;FC VAY MARSAC;FCVM;promouvoir la pratique et le dÃ©veloppement du football sous toutes ses formes;011075;000000;;5;;RUE;Principale;_;44214;44170;Vay;;;;5  RUE PRINCIPALE;;44170;VAY;FRANCE;PM;https://fcvaymarsac.com;0;;A;2024-01-04 19:02:55
W441007441;;;;441S;2024-04-08;2024-04-08;2024-04-16;0001-01-01;D;S;ESP FOOTBALL;ESP FOOTBALL;promouvoir la pratique et le dÃ©veloppement du football;011075;000000;;17;;IMP;du Vieux Moulin;_St-Emilien;44015;44130;Blain;;;;5 Impasse des Ajoncs;;44130;Blain;FRANCE;PM;;0;;A;2024-04-16 10:08:22
W441007538;;;;441S;2024-07-24;2024-07-24;2024-07-30;0001-01-01;D;S;TOURNOI DE LA TRADITION;TOURNOI DE LA TRADITION;organiser des matchs, compÃ©titions et tournoi de football en extÃ©rieur ou en salle;011075;000000;;56;;RTE;de la GergaudiÃ¨re;_;44209;44119;TreilliÃ¨res;;;;56 ROUTE DE LA GERGAUDIERE;;44119;TREILLIERES;FRANCE;PM;;0;;A;2024-07-30 10:08:26
W441007555;0441005329;;;792P;2001-05-21;2001-05-21;2001-06-16;0001-01-01;D;S;LES DOGUES DE L'OUEST;LES DOGUES DE L'OUEST;soutenir l'Ã©quipe de football du Lille olympique sporting club- Lille mÃ©tropole dans un esprit sportif et loyal;014000;000000;;10;;RUE;de Bel Air;_;44023;44130;Bouvron;;;;10 rue de Bel Air;;44130;BOUVRON;FRANCE;PM;;0;Reprise  =>  date ag=0000-00-00;A;2025-08-01 14:35:51
W441007618;;;;441S;2024-11-15;2024-11-15;2024-11-19;0001-01-01;D;S;ASSOCIATION SPORTIVE CARIBBEAN;AS CARIBBEAN;"pratiquer des activitÃ©s physiques et sportives sous toutes ses formes en gÃ©nÃ©ral et du football en particulier Ã  toutes et Ã  tous ; ses activitÃ©s vont de l'initiation et la pratique pour les jeunes et pour les adultes Ã  travers les entraÃ®nements, compÃ©titions, coupes et challenges organisÃ©s par les fÃ©dÃ©rations auxquelles l'association est affiliÃ©e ; Promouvoir la culture autour de la CaraÃ¯be mais Ã©galement des autres cultures du monde entier par l'intermÃ©diaire de rencontres, d'expositions et d'interventions sous toutes ses formes lors de manifestations exceptionnelles ; favoriser l'inclusion des femmes et de valoriser leur prÃ©sence au sein du milieu footballistique ; favoriser Ã©galement l'inclusion de maniÃ¨re gÃ©nÃ©rale toute personne sans aucune distinction de genre et/ou de race, venant de quartier dÃ©favorisÃ©, porteur d'un handicap par le biais de partenariats avec d'autres associations et organismes ayant ainsi pour valeur de lutter contre toute forme de discrimination";011000;000000;;;;LD;Le Moulin de la RiviÃ¨re;_;44217;44360;Vigneux-de-Bretagne;;;;LIEU DIT LE MOULIN DE LA RIVIÃˆRE;;44360;VIGNEUX DE BRETAGNE;FRANCE;PM;;0;;A;2024-11-19 10:08:30
W441007674;;;;441S;2025-01-21;2025-07-17;2025-01-28;0001-01-01;D;S;NAO'HED;NAO'HED;"supportÃ©risme passionnÃ© de l'Ã©quipe fÃ©minine du Football Club de Nantes dans les manifestations sportives auxquelles participe l'Ã©quipe ;";011000;014000;;6;;;MÃ©tairie de Vault;_;44110;44390;Nort-sur-Erdre;;;;2 RUE DU PETIT ANJOU;;49290;CHALONNES SUR LOIRE;FRANCE;PM;;0;;A;2026-01-16 19:00:02
W441007792;;;;441S;2025-06-20;2025-06-20;2025-06-24;0001-01-01;D;S;NOSSAC TOURNAMENT;NOSSAC TOURNAMENT;"organisation d'un tournoi de football annuel Ã  8 joueurs destinÃ© aux jeunes, ainsi que la mise en place d'entraÃ®nements rÃ©guliers ; Promotion du sport, de la solidaritÃ©, de l'inclusion, du respect et de la compÃ©tition dans le cadre de la pratique du football amateur";011075;000000;;16;;IMP;des Fauvettes;_;44201;44240;SucÃ©-sur-Erdre;;44240;;16  IMPASSE DES FAUVETTES;;44240;SUCE SUR ERDRE;FRANCE;CC;;0;;A;2025-06-25 10:05:28
W441007839;;;;441S;2025-09-09;2025-09-09;2025-09-16;0001-01-01;D;S;LA YELLOW DRINK;LA YELLOW DRINK;"soutenir et d'encourager le Football Club de Nantes, et de promouvoir l'esprit sportif et convivial parmi ses supporters ;";011190;000000;;61;;RUE;Pierre Rialland;_;44077;44440;JouÃ©-sur-Erdre;;;;61  RUE PIERRE RIALLAND;;44440;JOUE SUR ERDRE;FRANCE;PM;;0;;A;2025-09-16 07:05:41
W441007856;;;;441S;2025-10-15;2025-10-15;2025-10-21;0001-01-01;D;S;GROUPEMENT FÃ‰MININ COEUR DE LA MEE;GF COEUR DE LA MEE;promouvoir la pratique et le dÃ©veloppement du football;011075;000000;;13;;PL;Ernest BrÃ©ant;_;44036;44110;ChÃ¢teaubriant;;;;13  place Ernest BrÃ©ant;;44110;ChÃ¢teaubriant;FRANCE;PM;;0;;A;2025-10-21 07:05:20
W441007994;;;;441S;2026-04-02;2026-04-02;2026-04-07;0001-01-01;D;S;FOOTBALL CLUB PIERRE BLEUE;FOOTBALL CLUB PIERRE BLEUE;"promouvoir dans les communs d'Abbaretz, de la Grigonnais, de SaffrÃ© et de Puceul, la pratique et le dÃ©veloppement du football sous toutes ses formes et des activitÃ©s physiques en gÃ©nÃ©ral ; sa durÃ©e est illimitÃ©e";011075;011192;Mairie de SaffrÃ©;1;;COUR1;du SÃ©quoÃ¯a;_;44149;44390;SaffrÃ©;;Mairie de SaffrÃ©;;1  cour du SÃ©quoÃ¯a;;44390;SaffrÃ©;FRANCE;PM;;0;;A;2026-04-07 18:05:26
W441008037;;;;441S;2026-05-12;2026-05-12;2026-05-19;0001-01-01;D;S;ASSOCIATION SPORTIVE FOOTBALL MAYOTTE 44 (ASF MAYOTTE 44);ASF MAYOTTE 44;"pratiquer le football amateur, organiser des matchs, tournois et Ã©vÃ©nements sportifs, participer aux compÃ©titions officielles de la FÃ©dÃ©ration FranÃ§aise de Football ;";011075;000000;;9;;RUE;Amand Franco;_;44036;44110;ChÃ¢teaubriant;;APPAREMMENT 1001;;9  RUE AMAND FRANCO;;44110;CHATEAUBRIANT;FRANCE;PM;;0;;A;2026-05-19 07:05:18
W441008052;;;;441S;2026-05-19;2026-05-19;2026-05-26;0001-01-01;D;S;GESTION DU GROUPEMENT FÃ‰MININ HAVRE ET LOIRE;GGFHL;"assurer la gestion administrative, financiÃ¨re et logistique du groupement fÃ©minin, ainsi que le dÃ©veloppement et la promotion du football fÃ©minin ; l'association portera des actions Ã©conomiques (partenariat, vente, dÃ©placement) en relation avec son objectif premier : faire vivre le football fÃ©minin";011075;000000;;90;;IMP;des Ecrins;_;44003;44150;Ancenis-Saint-GÃ©rÃ©on;;;;90 IMPASSE DES ECRINS;;44150;ANCENIS ST GEREON;FRANCE;PM;http://gfhl.fr;0;;A;2026-05-26 10:05:32
W442000081;0442023663;;;442P;1997-04-01;2021-03-04;1997-04-26;0001-01-01;D;S;STADE COUERONNAIS FOOTBALL CLUB;STADE COUERONNAIS FOOTBALL CLUB;promouvoir la pratique et le developpement du football;011075;000000;Stade Suzanne et Donatien Hauray;;;RUE;de la FrÃ©mondiÃ¨re;_;44047;44220;CouÃ«ron;;;;LA MARJOLLERIE;;44220;COUERON;FRANCE;PM;;0;crÃ©ation;A;2021-09-03 20:00:03
W442000184;;;;442P;2009-01-22;2009-01-22;2009-01-31;0001-01-01;D;S;FOOTBALL CLUB MANGIN ASSOCIATIF (F.C.M.A);(F.C.M.A);permettre la pratique d'activitÃ©s sportives en particulier du football;011075;000000;;7;;COUR2;Sully;_;44109;44000;Nantes;;;;74 allÃ©e des Erables;;44850;le Cellier;FRANCE;PM;;0;CREATION;A;2009-03-05 10:27:41
W442000363;0442027515;;;442P;2001-12-04;2014-01-17;2001-12-29;0001-01-01;D;S;COMITE DEPARTEMENTAL DE LOIRE-ATLANTIQUE DE FOOTBALL AMERICAIN;COMITE DEPARTEMENTAL DE  LOIRE-AT...;"appliquer les orientations fÃ©dÃ©rales dans leur ressort territorial, coordonner et fÃ©dÃ©rer l'activitÃ© des clubs de football amÃ©ricain, Flag et Cheerleading de la Loire-Atlantique, ainsi que promouvoir la pratique du football amÃ©ricain sous toutes ses diffÃ©rentes formes : football au plaquÃ© (tackle football), football au drapeau (flag) et football en salle, ainsi que de promouvoir la pratique du cheerleading sous toutes ses formes : cheerleading et cherdancing de compÃ©tition, d'animation, aussi bien pour les participants masculins que fÃ©minins ; dÃ©velopper la connaissance de ces trois disciplines et susciter dans la Loire-Atlantique la crÃ©ations de clubs";011075;000000;Maison des Sports;44;;RUE;Romain Rolland;BP 90132_;44109;44000;Nantes;;;;6 rue Simone de Beauvoir;;44830;Bouaye;FRANCE;PM;;0;;A;2014-01-17 12:24:45
W442000532;;;;442P;2009-02-13;2009-09-09;2009-02-28;0001-01-01;D;S;UN PEU DE FOOT POUR UN MEILLEUR FUTUR;UN PEU DE FOOT POUR UN MEILLEUR FUTUR;organiser un tournoi de football sur la ville de Nantes auprÃ¨s d'un public prÃ©caire, et de faire la promotion des valeurs de progrÃ¨s, de solidaritÃ© et d'insertion;030012;000000;;9;;RUE;du Cens;_;44109;44300;Nantes;;;;9 RUE DU CENS;;44300;NANTES;FRANCE;PM;;0;crÃ©ation;A;2010-03-10 20:00:02
W442000968;;;;442P;2009-03-03;2012-05-24;2009-03-28;0001-01-01;D;S;A.S.C.MAYOTTE;A.S.C.MAYOTTE;pratique et dÃ©veloppement du football;011075;000000;;117;;BD;Michelet;_;44109;44300;Nantes;;;;62 BD JULES VERNE;;44300;NANTES;FRANCE;PM;;0;crÃ©ation;A;2012-06-02 12:46:49
W442001392;0442002419;;;442P;1946-08-01;2026-07-18;1946-08-28;0001-01-01;D;S;ENTENTE SPORTIVE VALLETAISE;ENTENTE SPORTIVE VALLETAISE;promouvoir la pratique et le dÃ©velopement du football;011075;000000;;;;;Stade des Dorices;_;44212;44330;Vallet;TESSIER Alex;;;11 BOULEVARD PUSTERLE;;44330;VALLET;FRANCE;CC;https://esvallet.fr;0;Reprise;A;2026-07-20 08:18:25
W442001692;0442026370;;;442P;2000-09-08;2009-04-23;2000-09-30;0001-01-01;D;S;RACING CLUB SUD NANTES;RACING CLUB SUD NANTES;pratique du football;011075;000000;;2 BIS;;RTE;DE CLISSON;_;44109;44200;Nantes;;;;2 BIS  ROUTE DE CLISSON;;44200;NANTES;FRANCE;PM;;0;CREATION;A;2009-05-12 13:00:13
W442001718;0442012707;;;442P;1979-02-26;2021-10-22;1979-03-11;0001-01-01;D;S;AMICALE DES EDUCATEURS DE FOOTBALL DE LA LOIRE-ATLANTIQUE (AEFLA);AMICALE DES EDUCATEURS DE FOOTBALL ...;etude et defense des intÃ©rÃªts communs aux Ã©ducateurs de football diplomÃ©s, en application et dans le respect des statuts des Ã©ducateurs Ã©ditÃ©s par les rÃ¨glements gÃ©nÃ©raux de la fÃ©dÃ©ration francaise de football.;023000;000000;;;;;;_14, rue de Leinster;44035;44240;La    Chapelle-sur-Erdre;;;;;14, rue de Leinster;44240;LA CHAPELLE SUR ERDRE;FRANCE;PM;;0;CREATION;A;2022-04-23 20:00:04
W442001816;;;;442P;2009-05-12;2009-05-12;2009-05-30;0001-01-01;D;S;AMICALE FUTSAL DU VIGNOBLE NANTAIS;AMICALE FUTSAL DU VIGNOBLE NANTAIS;organisation d'entrainements et de rencontres de football en salle;011075;000000;;65;;RUE;des Sabotiers;_;44043;44190;Clisson;;;;65  rue des Sabotiers;;44190;Clisson;FRANCE;PM;;0;;A;2009-06-22 10:54:22
W442001960;0442025401;;;442P;1999-06-22;2011-11-24;1999-07-17;2011-10-29;D;S;LOGICA FOOTBALL CLUB (LOGICA FC);LOGICA FOOTBALL CLUB (LOGICA FC);mettre en place une Ã©quipe sportive (football) au sein d'une entreprise afin de participer Ã  un championnat corporatif;011015;000000;Logica IT-Services France;9;;BD;AmpÃ¨re;Bp 10727_;44026;44481;Carquefou;;;;26 LE PORT BOISSINOT;;44310;ST PHILBERT DE GRANDLIEU;FRANCE;MS;;0;Reprise;D;2011-12-05 15:31:39
W442001981;0442028849;;;442P;2003-06-06;2015-06-30;2003-07-12;0001-01-01;D;S;JET FC;JET FC;participer aux compÃ©titions de 'football loisir' sur l'agglomÃ©ration nantaise;011075;011075;;10;;RUE;Guillaume Grootaers;_;44109;44300;NANTES;;;;10 RUE GUILLAUME GROOTAERS;;44300;NANTES;FRANCE;PM;;0;CREATION;A;2015-12-29 20:00:03
W442002061;0442019956;;;442P;1992-09-15;2013-05-14;1992-10-07;2013-04-22;D;S;FOOTBALL CLUB SAINT-SEBASTIEN-SUR-LOIRE ENTREPRISES;FOOTBALL CLUB SAINT SEBASTIEN SUR LOIR;promouvoir la pratique et le dÃ©veloppement du football;011075;011075;Maison des associations;6;;RUE;des Becques;_;44190;44230;Saint-SÃ©bastien-sur-Loire;;;;16 BIS RUE DE LA GIBRAYE;;44230;ST SEBASTIEN SUR LOIRE;FRANCE;PM;;0;CREATION;D;2013-11-12 20:00:03
W442002083;0443001170;;;442P;1947-06-04;2016-07-25;1947-07-03;0001-01-01;D;S;UNION SPORTIVE PELLERINAISE;UNION SPORTIVE PELLERINAISE;pratique du football association;011075;011075;Mairie;;;;;_;44120;44640;Le    Pellerin;;Mairie;;;;44640;LE PELLERIN;FRANCE;PM;;0;CREATION;A;2016-07-25 16:27:06
W442002115;0442021408;;;442P;1994-06-27;2025-11-05;1994-07-20;0001-01-01;D;S;COUERON CHABOSSIERE FOOTBALL CLUB;CCFC;pratique et l'education du football;011075;011075;Stade LÃ©o Lagrange;;;RUE;de la NoÃ« Allais - La ChabossiÃ¨re;_;44047;44220;CouÃ«ron;;STADE LÃ‰O LAGRANGE;;RUE DE LA NOÃ‹ ALLAIS - LA CHABOSSIÃˆRE;;44220;COUERON;FRANCE;CC;;0;CREATION;A;2026-05-07 18:00:02
W442002118;0442025338;;;442P;1999-05-20;2021-04-06;1999-06-19;0001-01-01;D;S;FOOTBALL CLUB LA MONTAGNE;FOOTBALL CLUB LA MONTAGNE;promouvoir la pratique et le dÃ©veloppement du football;011075;011075;Stade Municipal;;;ALL;du ChÃ¢teau d'Aux;;44101;44620;Montagne;;;MAIRIE;PLACE FRANÃ‡OIS MITTERRAND;;44620;LA MONTAGNE;FRANCE;PM;;0;CREATION;A;2021-10-06 20:00:03
W442002156;0442026269;;;442P;2000-07-05;2017-05-22;2000-07-29;0001-01-01;D;S;ASSOCIATION SPORTIVE D'ENTREPRISE NANTAISE;ASSOCIATION SPORTIVE D'ENTREPRISE ...;promouvoir la pratique et le dÃ©veloppement du football;011075;011075;;1;;ALL;de Portricq;_;44109;44300;Nantes;;;;1 ALLÃ©E DE PORTRICQ;;44300;NANTES;FRANCE;PM;;0;CREATION;A;2017-05-22 15:45:31
W442002170;0442018360;;;442P;1990-06-11;2013-11-07;1990-07-04;0001-01-01;D;S;ASSOCIATION SPORTIVE DU VIGNOBLE MONNIERES-LE PALLET (A.S.V.M.P);ASSOCIATION SPORTIVE DU VIGNOBLE MO...;promouvoir la pratique et le dÃ©veloppement du football;011075;000000;Mairie;;;;;_;44100;44690;MonniÃ¨res;;Mairie;;;;44690;MONNIERES;FRANCE;PM;;0;Reprise;A;2013-11-07 14:07:26
W691051674;0691026553;;;691P;1989-05-30;2026-04-10;2004-06-12;0001-01-01;D;S;FOOTBALL CLUB DU POINT DU JOUR (FCPJ);FOOTBALL CLUB DU POINT DU JOUR;Pratique du football;011000;000000;;29; ;RUE;Edmond Locard;_;69385;69005;Lyon;di renzo bryan;;;29 RUE EDMOND LOCARD;;69005;LYON 05;FRANCE;MS;;1;;A;2026-04-14 13:45:20
W691051737;0691042236;;;691P;1998-04-29;2012-06-06;0001-01-01;2012-06-04;D;S;FOOTBALL CLUB LES HAUTS DU LYONNAIS;FOOTBALL CLUB LES HAUTS DU LYONNAIS;Pratique du football;011075;000000;Restaurant Rivollier;; ;;Le Bourg;_;69014;69610;Aveize;;;;LAFAY;;69590;LA CHAPELLE SUR COISE;FRANCE;PM;;1;;D;2012-06-26 07:48:46
W691052158;0691040579;;;691P;1997-06-10;2015-04-22;0001-01-01;2015-04-09;D;S;ASSOCIATION SPORTIVE MORNANTAISE DE FOOTBALL;ASSOCIATION SPORTIVE MORNANTAISE DE FO;Pratiquer le football en loisir ou en competition sous ses formes et regles connues et a venir;011075;011075;Le Stade;; ;CHEM1;du Stade;_;69141;69440;Mornant;;LE BOIS;;;;69440;MORNANT;FRANCE;PM;;1;;D;2015-05-09 12:46:10
W691052170;0691040430;;;691P;1997-05-12;2003-12-04;0001-01-01;0001-01-01;D;S;ASSOCIATION SPORTIVE ET CULTURELLE DU BARREAU DE LYON (ASCBL);ASSOCIATION SPORTIVE ET CULTURELLE DU;Permettre a ses membres la pratique du football de maniere reguliere dans le cadre d'un championnat et de maniere exceptionnelle a l'occasion de differents tournois ou competitions officielles;011075;011075;;32; ;RUE;de la Part Dieu;_;69383;69003;Lyon 3e Arrondissement;;;;32 rue de la Part Dieu;;69003;LYON 03;FRANCE;PM;;1;;A;2008-08-11 21:51:06
W691052213;0691041255;;;691P;1997-11-03;2013-06-21;0001-01-01;2013-04-12;D;S;AVENIR SPORTIF MARCY CHARBONNIERES FOOT BALL;AVENIR SPORTIF MARCY CHARBONNIERES FOO;Pratique du foot ball en pleine air et education populaire.;011075;011075;;63; ;PL;de la Mairie;_;69127;69280;Marcy-l'Ã‰toile;;ASMC;MAIRIE;63 PLACE DE LA MAIRIE;;69280;MARCY L ETOILE;FRANCE;PM;;1;;D;2013-07-06 12:46:13
W691052457;0691008204;;;691P;1948-06-10;2024-12-21;0001-01-01;0001-01-01;D;S;ASSOCIATION SPORTIVE DE MONTCHAT;ASSOCIATION SPORTIVE DE MONTCHAT;Pratique du football;011075;011075;Stade;; ;RUE;Jules Verne;_;69383;69003;Lyon 3e Arrondissement;;STADE;;RUE JULES VERNE;;69003;LYON 03;FRANCE;SF;;1;;A;2025-06-22 18:00:01
W691052466;0691009949;;;691P;1971-08-02;2020-12-16;0001-01-01;0001-01-01;D;S;FOOTBALL CLUB ANTILLAIS VILLEURBANNE VAULX;FOOTBALL CLUB ANTILLAIS VILLEURBANNE V;La pratique du football;011075;011075;;8; ;PL;Danton;_;69383;69003;Lyon;;;;8  PLACE DANTON;;69003;LYON;FRANCE;PM;;1;;A;2021-01-12 11:55:09
W691052581;0691047082;;;691P;2001-05-03;2004-09-14;0001-01-01;0001-01-01;D;S;TROUVERE SOCIAL CLUB;TROUVERE SOCIAL CLUB;CrÃ©ation d'une Ã©quipe de football loisir. promouvoir la pratique et le dÃ©veloppement du football en loisir;011075;011075;;4; ;RUE;Saint-Charles;_;69383;69003;Lyon 3e Arrondissement;;;;4 rue Saint-Charles;;69003;LYON 03;FRANCE;PM;;1;;A;2008-08-11 21:51:06
W691052688;;;;691P;2004-01-26;2004-01-26;2004-02-14;0001-01-01;D;S;FUTSAL CLUB DE LA BANANE (FCB);FUTSAL CLUB DE LA BANANE (FCB);Pratique du football en salle (Futsal);011075;000000;;13; ;RUE;St ExupÃ©ry;_;69149;69600;Oullins;;;;13 Rue St ExupÃ©ry;;69600;OULLINS;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691052696;;;;691P;2004-01-27;2004-01-27;2004-02-14;0001-01-01;D;S;ASSOCIATION DETENTE LOISIRS;ASSOCIATION DETENTE LOISIRS;Pratique en loisirs du football et l'organisation de tournois de jeux vidÃ©o;011075;000000;;70; ;RUE;Trarieux;_;69383;69003;Lyon 3e Arrondissement;;;;70 Rue Trarieux;;69003;LYON 03;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691052804;;;;691P;2004-02-12;2004-02-12;2004-03-13;0001-01-01;D;S;OLYMPIQUE HAUT DE GIV;OLYMPIQUE HAUT DE GIV;Promouvoir la pratique et le dÃ©veloppement du football.;011075;000000;;1; ;RTE;de Rive de Gier;_;69091;69700;Givors;;;;1 Route de Rive de Gier;;69700;GIVORS;FRANCE;PM;;0;;A;2008-08-11 21:51:06
W691052898;;;;691P;2004-02-27;2022-10-11;2004-03-20;0001-01-01;D;S;SCRAPASSION;SCRAPASSION;Promouvoir la culture rÃ©unionnaise (soirÃ©e, confÃ©rence...) DÃ©velopper des activitÃ©s loisirs-crÃ©atifs (danse folklorique, scrapbooking, couture, broderie) activitÃ© sportive (club de football). De vendre occasionnellement et accessoirement des produits et services en rapport avec le but de l'association.;006095;000000;;1349; ;RUE;des MerciÃ¨res;_;69286;69140;Rillieux-la-Pape;;;;12 CHEMIN DE BEL AIR;;69140;RILLIEUX-LA-PAPE;FRANCE;PF;;0;;A;2022-11-15 11:04:22
