ï»¿id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
W751038533;38533;;;751P;1975-06-04;2001-02-16;1975-07-02;0001-01-01;D;S;UNION NATIONALE DES FOOTBALLEURS PROFESSIONNELS UNFP;UNION NATIONALE DES FOOTBALLEURS PR...;l'Ã©tude et la dÃ©fense des droits ainsi que les intÃ©rÃªts materiels et moraux des joueurs de football salaries exerÃ§ant leur profession sure le plan national;011075;000000;;32;;RUE;Feydeau;_;75102;75002;Paris;;;;32 rue Feydeau;;75002;PARIS 02;FRANCE;PM;;0;;A;2020-05-27 10:06:24
W751038563;38563;;;751P;1975-06-09;2014-12-16;1975-07-01;0001-01-01;D;S;FOOTBALL CLUB GRAND HOTEL;FOOTBALL CLUB GRAND HOTEL;pratique du sport et l'Ã©ducation physique et des sports et entre autre le football;011000;000000;;2;;RUE;Scribe;_;75109;75009;Paris;;;;2 rue Scribe;;75009;PARIS 09;FRANCE;PM;;0;;A;2014-12-30 11:07:33
W751039983;39983;;;751P;1975-12-16;2012-04-26;1976-01-22;2012-02-02;D;S;RACING PARIS1 RP1;RACING PARIS1 RP1;promouvoir la pratique du football crÃ©ation entre ts mbres de liens d'amitiÃ© et solidaritÃ©;011000;000000;;121;;AV;de Malakoff;_;75116;75016;Paris;;;;121 AVENUE DE MALAKOFF;;75016;PARIS;FRANCE;PM;;0;;D;2012-06-02 12:46:30
W751040950;40950;;;751P;1976-04-16;2020-02-15;1976-05-05;0001-01-01;D;S;AETOS L'AIGLE FOOTBALL CLUB;AETOS L'AIGLE FOOTBALL CLUB;pratique de l'Ã©ducation physique et des sports en autre le foot ball;011000;000000;;9;;RUE;Mesnil;_;75116;75016;Paris;;;;9 RUE MESNIL;;75016;PARIS;FRANCE;PM;;0;;A;2020-02-18 11:04:24
W751042044;42044;;;751P;1957-10-28;2021-07-26;1957-11-08;0001-01-01;D;S;SECTION REGIONALE PARIS ILE-DE-FRANCE DE L'UNION NATIONALE DES ARBITRES DE FOOTBALL - UNION DES ARBITRES DE FOOTBALL D'ILE DE FRANCE (U.A.F.I.F);U.A.F.I.F;assurer une liaison fÃ©dÃ©ratrice entre les sections dÃ©partementales et l' UNAF Ã  laquelle elles ne peuvent adhÃ©rer que par son intermÃ©diaire. Assurer la dÃ©fense des intÃ©rÃªts juridiques et moraux du coprps arbitral, dans l'exercice de l'activitÃ© d'arbitre de football et, spÃ©cialement, de reprÃ©senter et d'assister tout adhÃ©rent tyant auprÃ¨s des organismes et toutes administrations qui gÃ¨rent ou contrÃ´lent la pratique du football, que devant les juridictions sportives, judiciaires, civiles ou pÃ©nales, ou administratives qui auraient Ã  connaÃ®tre des affaires les concernant, en particulier dans les cas d'agressions physiques ou verbales des arbitres dans l'exercice de leur fonction. Se porter partie civile aux cÃ´tÃ©s des adhÃ©rents ayant fait l'objet d'agressions physiques ou verbales ou d'allÃ©ations mensongÃ¨res et diffamatoires dans l'exercice de leur fonction;011000;003000;;5;;PL;de Valois;_;75101;75001;Paris;;;;5 PLACE DE VALOIS;;75001;PARIS 01;FRANCE;PF;;0;;A;2022-01-24 20:00:02
W751043467;43467;;;751P;1977-03-23;1988-10-12;1977-04-03;0001-01-01;D;S;INTER SIXIEME;INTER SIXIEME;pratique de l'Ã©ducation physique et des sports et en autre le football;011000;000000;;26 B;;RUE;Cassette;_;75106;75006;Paris;;;;26 B rue Cassette;;75006;PARIS 06;FRANCE;PM;;0;;A;2023-10-31 10:15:53
W751043659;43659;;;751P;1977-04-21;2003-09-17;1977-05-11;0001-01-01;D;S;PARIS ANTILLES FOOT PAF;PARIS ANTILLES FOOT PAF;le football;014045;011075;;169;;RUE;de Crimee;_;75119;75019;Paris;;;;169 rue de Crimee;;75019;PARIS 19;FRANCE;PM;;0;;A;2022-02-15 14:22:04
W751043837;43837;;;751P;1977-05-16;1986-07-04;1977-05-29;0001-01-01;D;S;FOOTBALL CLUB TURBIGO;FOOTBALL CLUB TURBIGO;pratique de l'Ã©ducation et des sports entre autre le football;011000;000000;;34;;RUE;TraversiÃ¨re;_;75111;75011;Paris;;;;34 rue TraversiÃ¨re;;75011;PARIS 11;FRANCE;PM;;0;;A;2017-03-22 11:22:01
W751044301;44301;;;751P;1963-07-04;2000-06-26;1963-07-28;0001-01-01;D;S;SPORTING FOOTBALL CLUB DE PARIS POMPADOUR;SPORTING FOOTBALL CLUB DE PARIS POM...;pratique de l'Ã©ducation physique et des sports et entre autre le football;011005;000000;;102 B;;AV;du GÃ©nÃ©ral Michel Bizot;_;75112;75012;Paris;;;;102 B avenue du GÃ©nÃ©ral Michel Bizot;;75012;PARIS 12;FRANCE;PM;;0;;A;2024-08-14 12:51:11
W751047204;47204;;;751P;1979-03-22;2001-06-27;1979-04-08;0001-01-01;D;S;LE PHARE ZARZISSIEN AS MASZ;LE PHARE ZARZISSIEN AS MASZ;pratique des sports et en particulier du football;011000;000000;;74;;BD;des Batignolles;_;75117;75017;Paris;;;;74 boulevard des Batignolles;;75017;PARIS 17;FRANCE;PM;;0;;A;2024-06-05 08:00:53
W751047399;47399;;;751P;1978-04-27;2006-09-13;1978-05-12;0001-01-01;D;S;ANTILLES FOOTBALL CLUB;ANTILLES FOOTBALL CLUB;pratique de l'Ã©ducation physique et des sports et entre autre le football;011005;000000;;68;;RUE;des Maraichers;_;75120;75020;Paris;;;;68 rue des Maraichers;;75020;PARIS 20;FRANCE;PM;;0;;A;2024-06-06 13:04:48
W751052219;52219;;;751P;1979-06-26;2003-06-30;1979-07-10;0001-01-01;D;S;ASCMN ASSOCIATION SPORTIVE ET CULTURELLE DES MUSEES NATIONAUX;ASCMN ASSOCIATION SPORTIVE ET CULTU...;football sportive activitÃ©s culturelles;011075;000000;;34;;QUAI;du Louvre;_;75101;75001;Paris;;;;34 quai du Louvre;;75001;PARIS 01;FRANCE;PM;;0;;A;2024-10-01 12:21:29
W751052774;52774;;;751P;1979-10-12;2025-06-12;1979-10-27;0001-01-01;D;S;AMICALE DES EDUCATEURS DE FOOTBALL DE PARIS ILE DE FRANCE - A.E.F.P.I.D.F;A.E.F.P.I.D.F;"valorisation et promotion de la fonction Ã©ducative au sein du football franÃ§ais, ainsi que des vertus Ã©ducatives de la pratique du football ;";011075;000000;;5;;PL;de Valois;_;75101;75001;Paris;;;;18 R ARISTIDE BRIAND,;;77400;THORIGNY SUR MARNE;FRANCE;PM;;0;;A;2025-06-25 10:05:39
W751053832;53832;;;751P;1980-03-03;2025-06-23;1980-03-16;0001-01-01;D;S;VARIETES CLUB DE FRANCE;VARIETES CLUB DE FRANCE;la pratique de de l'Ã©ducation physique et des sports et entre autre le football;011000;000000;;30;;RUE;George Sand;_;75116;75016;Paris;;;;30 rue George Sand;;75016;PARIS 16;FRANCE;PM;;0;;A;2025-06-30 07:37:45
W751054388;54388;;;751P;1980-05-16;2014-07-09;1980-06-03;0001-01-01;D;S;REAL MAYDAY FUTBOL CLUB;REAL MAYDAY FUTBOL CLUB;pratiquer l'Ã©ducation physique et les sports, particuliÃ¨rement le football;011000;000000;;5;;RUE;HÃ©gÃ©sippe Moreau;_;75118;75018;Paris;;;;13 RUE EDOUARD MANET;;92600;ASNIERE SUR SEINE;FRANCE;PM;;0;;A;2014-08-09 12:46:18
W751056864;56864;;;751P;1981-04-14;2002-07-31;0001-01-01;0001-01-01;D;S;UNION SPORTIVE TATI UST;UNION SPORTIVE TATI UST;pratique de l'Ã©ducation physique et du football;011000;000000;;4;;BD;de Rochechouart;_;75118;75018;Paris;;;;4 boulevard de Rochechouart;;75018;PARIS 18;FRANCE;PM;;0;;A;2025-08-06 08:07:49
W751057037;57037;;;751P;1981-05-07;1981-05-07;0001-01-01;0001-01-01;D;S;AS DE PARIS;AS DE PARIS;pratique du football;011000;000000;;156;;RUE;d'Aubervilliers;_;75119;75019;Paris;;;;156 rue d'Aubervilliers;;75019;PARIS 19;FRANCE;PM;;0;;A;2017-03-09 14:22:12
W751057222;57222;;;751P;1981-06-02;2015-02-18;1981-06-17;0001-01-01;D;S;LES CANONNIERS DE MENILMOMTANT;LES CANONNIERS DE MENILMOMTANT;prtaique de l'Ã©ducation physique et des sports et entre autres, le FOOTBALL;011000;000000;;29;;RUE;Damesme;_;75113;75013;Paris;;;;29  RUE DAMESME;;75013;PARIS 13E;FRANCE;PM;;0;;A;2015-08-20 20:00:06
W751058851;58851;;;751P;1981-12-10;2018-10-02;1981-12-23;0001-01-01;D;S;GROUPEMENT DES CLUBS DE SUPPORTERS A PARIS;GROUPEMENT DES CLUBS DE SUPPORTERS ...;organiser  ou patronner des manifestations sportives ou de loisirs dont principalement le championnat des Ã©quipes de supporteurs Ã  paris et la coupe des Ã©quipes de supporteurs Ã  paris, de soutenir et encourager la pratique du football sous toutes ses formes, de favoriser les Ã©changes entre tous les clubs de supporteurs, franÃ§ais et Ã©trangers;011000;000000;;67;;BD;de Menilmontant;_;75111;75011;Paris;;;;67 BOULEVARD DE MENILMONTANT;;75011;PARIS;FRANCE;PM;;0;;A;2019-04-03 20:00:05
W751061186;61186;;;773S;1982-07-05;2019-12-30;1982-07-22;0001-01-01;D;S;BLACK ANGELS;BLACK ANGELS;association sportive de football Ã  11;019025;000000;;1 bis;;RUE;de vilprÃ©;_;77393;77540;Rozay-en-Brie;;;;1 BIS  RUE DE VILPRÃ©;;77540;ROZAY-EN-BRIE;FRANCE;PM;;0;;A;2020-06-30 20:00:05
W751062960;62960;;;941P;1982-12-31;2026-02-18;1983-01-14;0001-01-01;D;S;ASSOCIATION SPORTIVE GDOS MINHOTOS;ASSOCIATION SPORTIVE GDOS MINHOTOS;promotion du sport et particuliÃ¨rement du football;011000;000000;;13;;ALL;du Parc;;94054;94310;Orly;;;;2 RUE NIEPCE;;75014;PARIS 14;FRANCE;PM;;0;;A;2026-08-20 18:00:02
W751063948;63948;;;751P;1982-07-13;2012-10-03;1982-07-28;0001-01-01;D;S;PARIS FOOTBALL ASSOCIATION;PARIS FOOTBALL ASSOCIATION;par la pratique et la conduite de toutes actions de favoriser le dÃ©veloppement du sport en gÃ©nÃ©ral et du football en particulier;011000;000000;;72;;RUE;de la Chapelle;_;75118;75018;Paris;;;;72 rue de la Chapelle;;75018;PARIS 18;FRANCE;PM;;0;;A;2012-10-10 15:55:08
W751064465;64465;;;751P;1983-05-11;2022-08-10;0001-01-01;0001-01-01;D;S;BLACK STARS;BLACK STARS;encouragement dans la pratique du sport notamment le football dans les dÃ©partements et territoires d'outre mer;011000;000000;;10;;RUE;Augustin thierry;_;75119;75019;Paris;;;;10 rue Augustin thierry;;75019;PARIS 19;FRANCE;RE;;0;;A;2022-08-12 16:55:28
W751064565;64565;;;921S;1983-05-24;2014-10-30;1983-06-15;0001-01-01;D;S;JUVENTUS CLUB DE PARIS - VILLE DE CLAMART;JUVENTUS CLUB DE PARIS - VILLE DE CLAM;promouvoir la pratique du sport ainsi que l'intÃ©rÃªt portÃ© Ã  l'Ã©quipe de football de la Juventus de Turin, favoriser les dÃ©placements et rencontres des membres de l'association pour la soutenir, participer Ã  toutes activitÃ©s annexes ou connexes pour Ã©viter la violence dans les stades et pour le fair play;011075;000000;;65;;RUE;des Charmettes;_;92023;92140;Clamart;;;;65  RUE DES CHARMETTES;;92140;CLAMART;FRANCE;PM;;0;;A;2014-11-25 15:24:51
W751064588;64588;;;913S;1983-05-25;2025-10-23;1983-06-15;0001-01-01;D;S;FOOTBALL CLUB UNITED;FC UNITED;dÃ©velopper la pratique des sports et susciter des liens d'amitiÃ©s entre ses membres;011000;000000;;38;;AV;du 8 Mai 1945;;91477;91120;Palaiseau;;;;5 AVENUE DE SÃ‰GUR;;75007;PARIS 07;FRANCE;MS;;0;;A;2026-04-24 18:00:02
W751064596;64596;;;941P;1983-05-25;2019-01-10;1983-06-15;0001-01-01;D;S;ASSOCIATION SPORTIVE MENUIBLAN;AS MENUIBLAN;pratique du football ainsi que toutes manifestations sportive ayant un rapport direct ou indirect avec le football (par exemple : les tournois) elle est affiliÃ©e Ã  la fÃ©dÃ©ration franÃ§aise de football sous le nÂ°535201;011000;000000;;4;;RUE;de la Fontaine;_;94056;94520;PÃ©rigny-sur-Yerres;;;;15 AVENUE GEORGES V;;75008;PARIS 8E;FRANCE;PM;;0;;A;2019-01-26 12:45:42
W751064833;64833;;;751P;1983-06-17;2020-06-04;1983-07-03;0001-01-01;D;S;PARIS FOOTBALL CLUB PFC PARIS FC;PARIS FOOTBALL CLUB PFC PARIS FC;"la promotion, dÃ©veloppement et pratique du football a paris, notamment par la participation de ses equipes aux compÃ©titions organisÃ©es par la FÃ©dÃ©ration FranÃ§aise de Football et la Ligue Professionnel; toutes actions en relation avec les objectifs Ã©numÃ©rÃ©s prÃ©cÃ©demment dans le domaine social et Ã©ducatif; gestion et animation d' activitÃ©s et de manifestation culturelles et sportives, actions en faveur de la formation et de l' insertion sociale des sportifs, crÃ©ations entre tous ses membres de liens d' amitiÃ©s et de solidaritÃ©";011075;000000;;17;;AV;Pierre de Coubertin;_;75113;75013;Paris;;;;17  RUE NEUVE TOLBIAC;;75013;PARIS 13E;FRANCE;PM;;0;;A;2020-06-13 12:45:46
W751066467;66467;50454406500015;;751P;1983-11-22;2024-12-30;1983-12-21;0001-01-01;D;S;AMICALE SPORTIVE DE GRENELLE - ASG;AMICALE SPORTIVE DE GRENELLE;"pratique sportive du football en particulier (football en plein air et en salle) ; elle est affiliÃ©e Ã  la F.F.F.";011090;015050;Maison de la Vie Associative et Citoye;22;;RUE;de la Saida;_;75115;75015;Paris 15e;;;;RUE LOUIS BESQUEL, , 4;;94300;VINCENNES;FRANCE;PM;http://www.asgrenelle.fr;0;;A;2025-07-01 18:00:02
W751067431;67431;;;751P;1984-02-10;1984-02-10;1984-02-29;0001-01-01;D;S;FOOTBALL CLUB DE BATA OPERA FCBO;XXXX;pratique de l'Ã©ducation physique et des sports et entre autre le football;011075;000000;;38;;AV;de l'OpÃ©ra;_;75102;75002;Paris;;;;38 avenue de l'OpÃ©ra;;75002;PARIS 02;FRANCE;PM;;0;;A;2017-02-01 16:01:47
W751068250;68250;;;751P;1984-04-18;2004-07-08;1984-05-08;0001-01-01;D;S;ASSOCIATION SPORTIVE BEAUGRENELLE ASB;ASSOCIATION SPORTIVE BEAUGRENELLE ASB;animation dune Ã©quipe de football;011000;000000;;20;;RUE;des Quatre frÃ¨res peignot;_;75115;75015;Paris;;;;20 rue des Quatre frÃ¨res peignot;;75015;PARIS 15;FRANCE;PM;;0;;A;2026-07-23 06:08:05
W751070425;70425;;;751P;1984-11-27;2018-03-21;1984-12-14;0001-01-01;D;S;COMITE DEPARTEMENTAL DE PARIS DE FOOTBALL CDPF;COMITE DEPARTEMENTAL DE PARIS DE FO...;promouvoir la pratique du ffotball organiser manifs contrÃ´ler les compÃ©titions;011000;000000;;10;;SQ;Dunois;_;75113;75013;Paris;;;;10 SQUARE DUNOIS;;75013;PARIS 13;FRANCE;PM;;0;;A;2018-09-20 20:00:05
W751070749;70749;;;751P;1984-12-20;2024-09-10;1985-01-09;0001-01-01;D;S;ASSOCIATION SPORTIVE PHILIPPE GARNIER;ASSOCIATION SPORTIVE PHILIPPE GARNIER;pratique du sport et du football dans un championnat amateur;011075;000000;;2;;PAS;Josset;75011;75111;75011;Paris 11e;;;;23 RUE ANDRÃ‰ SOLADIER;;94140;ALFORVILLE;FRANCE;PM;;0;;A;2025-03-12 19:00:01
W751072587;72587;;;751P;1982-05-17;2019-06-25;1982-06-02;0001-01-01;D;S;ASSOCIATION SPORTIVE CAMBODGIENNE AS CAMBODGIENNE;ASSOCIATION SPORTIVE CAMBODGIENNE A...;"dÃ©velopper la pratique du sport loisir, principalement le football tout en restant dans des coÃ»ts de pratique raisonnables, l'organisation d'Ã©vÃ©nements sportifs pour les membres ; au dÃ©part destinÃ©e aux cambodgiens et amis, aujourd'hui cette association accueille des adhÃ©rents de tout horizon partageant nos valeurs passion, plaisir, compÃ©tition loisir, attitude positive, tolÃ©rance, fair-play et rencontre humaine ;";011135;014035;;7;;RUE;Dombasle;_;75115;75015;Paris 15e;;;;32 RUE HENRI CHEVREAU;;75020;PARIS 20;FRANCE;MS;;0;;A;2019-06-29 12:46:10
W751072694;72694;;;751P;1985-05-28;2024-01-11;1985-06-19;0001-01-01;D;S;CENTRE DE FORMATION DE FOOTBALL DE PARIS - CFFP;CFFP;"pratiquer et enseigner le football en dÃ©veloppant et en contrÃ´lant des actions de prÃ©formation et de formation en direction des jeunes de 5 Ã  18 ans. Ces jeunes seront ensuite dirigÃ©s sur des clubs en relation avec le niveau acquis ; mise en application dÂ’un programme de renforcement des connaissances gÃ©nÃ©rales, associÃ© au dÃ©veloppement de lÂ’apprentissage des technologies nouvelles et toute nouvelle application de pointe. Avec un suivi dÂ’annÃ©e en annÃ©e, par le biais dÂ’un programme ambitieux de suivi et de tests de passage de niveau. En finalitÃ©, des stages en entreprise pourront Ãªtre programmÃ©s, afin de faciliter lÂ’insertion sociale et lÂ’entrÃ©e dans la vie active ; le centre de formation de football de Paris de par son implantation dans la capitale, son anciennetÃ© et sa notoriÃ©tÃ© assume de plein droit la fonction de conseil de gestion supÃ©rieur des centres de formation de football amateur rÃ©gionaux. A ce titre le conseil de gestion supÃ©rieur sera dotÃ© de pouvoirs rÃ©glementaires, dÃ©fin";011075;000000;;15;;RUE;du Louvre;_;75101;75001;Paris;;;;4 PLACE DU LOUVRE;;75001;PARIS;FRANCE;PM;;0;;A;2024-07-12 18:07:02
W751073681;73681;;;751P;1985-08-30;2005-06-28;1985-09-18;0001-01-01;D;S;ASSOCIATION SPORTIVE SOCIÃ‰TÃ‰ Dâ€™Ã‰TUDE ET DE CONTRÃ”LE D'ASSURANCES;ASSOCIATION SPORTIVE SOCIETE D'ETUD...;pratique d'une activitÃ© sportive : le football;011000;000000;;6;;RUE;d'Amboise;_;75102;75002;Paris;;;;6 rue d'Amboise;;75002;PARIS 02;FRANCE;PM;;0;;A;2026-08-19 07:16:36
W751075070;75070;;;922P;1985-12-16;2016-09-29;1986-02-01;0001-01-01;D;S;ASSOCIATION DES ANCIENS FOOTBALLEURS DE SCIENCES PO AAFSP;AAFSP;rÃ©unit les anciens Ã©lÃ¨ves de l'institut d'Etudes Politiques de Paris ainsi que toute personne agrÃ©Ã©e en application de l'article 5;015070;011075;;43;;AV;de la Marne;_;92004;92600;AsniÃ¨res-sur-Seine;;;;75 RUE DE RENNES;;75006;PARIS;FRANCE;PM;;0;;A;2017-03-31 20:00:04
W751076588;76588;;;751P;1986-03-28;1998-09-11;0001-01-01;0001-01-01;D;S;ASSOCIATION SPORTIVE DE LA FAISE ANCIENS HEC;ASSOCIATION SPORTIVE DE LA FAISE AN...;pratique du football;011000;000000;;32;;RUE;Blomet;_;75115;75015;Paris;;;;32 rue Blomet;;75015;PARIS 15;FRANCE;PM;;0;;A;2023-04-26 14:08:25
W751076675;76675;;;751P;1986-04-07;2022-03-17;1901-07-01;0001-01-01;D;S;ASSOCIATION SPORTIVE ET AMICALE DE LA 12EME COMPAGNIE D'INTERVENTION (A.S.A. - 12 C.I.);A.S.A. - 12 C.I.;"faciliter la restauration en livrant des plateaux repas et en vendant des boissons et des aliments ; organiser des manifestations au sein du service ou Ã  l'extÃ©rieur ; recouvre une ou plusieurs sections sportives dont un club de football constituÃ© de licenciÃ©s ; vendre des effets estampillÃ©s ou non du logo de la compagnie";007000;019000;;46;;BD;BessiÃ¨res;_;75117;75017;Paris;;;;46 BOULEVARD BESSIERES;;75017;PARIS 17;FRANCE;PM;;0;;A;2022-09-16 20:00:03
W751076913;76913;;;751P;1986-04-25;1989-06-15;1901-07-01;0001-01-01;D;S;ASSOCIATION SPORTIVE DES CAFES AVEYRONNAIS DE PARIS ASCAP;ASSOCIATION SPORTIVE DES CAFES AVEY...;la pratique du football;011000;009000;;57;;RUE;d'Avron;_;75120;75020;Paris;;;;57 rue d'Avron;;75020;PARIS 20;FRANCE;PM;;0;;A;2016-01-21 10:20:12
W751078961;78961;;;751P;1986-11-07;2011-02-21;0001-01-01;0001-01-01;D;S;TRITON ATHLETIQUE CLUB;TRITON ATHLETIQUE CLUB;pratique du football en compÃ©tition le samedi matin;011000;000000;;179;;RUE;de Charonne;_;75111;75011;Paris;;;;179 rue de Charonne;;75011;PARIS 11;FRANCE;MG;;0;;A;2011-03-08 12:10:46
W751080200;80200;;;751P;1987-02-18;2017-08-18;0001-01-01;0001-01-01;D;S;LES CRAMPONS PARISIENS 86;LES CRAMPONS PARISIENS 86;pratiquer le football;011000;000000;;52;;RUE;Balard;_;75115;75015;Paris;;;;52 rue Balard;;75015;PARIS 15;FRANCE;PM;;0;;A;2017-08-18 10:50:35
W751082599;82599;;;751P;1987-09-11;2026-04-22;1987-10-12;0001-01-01;D;S;CLUB CENVINT PARIS 13;CLUB CENVINT PARIS 13;initier et perfectionner les personnes interessÃ©es Ã  la pratique du sport boxe franÃ§aise, tennis football et autre;006000;000000;;31;;RUE;Bobillot;_;75113;75013;Paris 13e;;CLUB CENVINT PARIS 13;;10 RUE DU VIADUC;;92130;ISSY LES MOULINEAUX;FRANCE;PM;;0;;A;2026-05-05 10:05:30
W751086596;86596;;;751P;1988-07-04;2018-03-26;1988-07-27;0001-01-01;D;S;ASSOCIATION SPORTIVE ET CULTURELLE DE LA POLICE DU XVIEME ARRONDISSEMENT DE PARIS ASCP 16;ASCP 16;"pratique de l'Ã©ducation physique, des sports, entre autres le football et la pÃ©tanque ; des activitÃ©s culturelles, rÃ©crÃ©atives et touristiques ; dÃ©velopper et faciliter la pratique du sport et des activitÃ©s culturelles de toute nature ; prendre en charge l'organisation et la gestion de tous les services dont l'association pourrait dÃ©cider la crÃ©ation ; reprÃ©senter tous ces services auprÃ¨s des diverses autoritÃ©s ; mettre Ã  disposition de ses membres les installations matÃ©rielles et personnelles";011015;014030;;62;;AV;Mozart;_;75116;75016;Paris;;;;62 AVENUE MOZART;;75016;PARIS 16;FRANCE;TM;;0;;A;2018-09-25 20:00:04
W751089160;89160;;;751P;1989-02-03;1990-11-19;1989-03-15;0001-01-01;D;S;CRAZYS LIONS;CRAZYS LIONS;pratique et dÃ©veloppement du football amÃ©ricain en France;011000;000000;;65;;AV;des Champs elysees;_;75108;75008;Paris;;;;65 avenue des Champs elysees;;75008;PARIS 08;FRANCE;PM;;0;;A;2024-11-19 10:50:52
W751090668;90668;;;751P;1989-05-26;2010-09-02;1989-06-21;0001-01-01;D;S;STADE OLYMPIQUE DE PARIS;STADE OLYMPIQUE DE PARIS;promouvoir la pratique et le dÃ©veloppement du football;011075;000000;;21;;RUE;des Malmaisons;_;75113;75013;Paris;;;;21 rue des Malmaisons;;75013;PARIS 13;FRANCE;PM;;0;;A;2010-09-13 12:50:36
W751090890;90890;;;751P;1989-06-09;2021-12-09;1989-07-05;0001-01-01;D;S;ASSOCIATION DES MEDECINS DE CLUB DU FOOTBALL PROFESSIONNEL;ASSOCIATION DES MEDECINS DE CLUB DU...;assurer la formation continue des mÃ©decins du football promouvoir la recherche;011000;015045;;87;;BD;de Grenelle;_;75115;75738;Paris cedex 15;;;;87  BOULEVARD DE GRENELLE;;75738;PARIS 15E;FRANCE;MS;;0;;A;2021-12-30 12:15:14
W751091704;91704;;;751P;1989-08-29;2020-12-03;1989-09-20;0001-01-01;D;S;PSG ASSAS CLUB;PSG ASSAS CLUB;rÃ©unir les sympathisants du PSG Football Club Ã  Paris II.;011075;015065;;7;;RUE;Saint-Marc;_;75102;75002;PARIS;;;;7 RUE SAINT-MARC;;75002;PARIS;FRANCE;PM;;0;;A;2020-12-22 12:45:39
